File Name,Frequency,Block Frequency,Cumulative Sums,Runs,Longest Run,Rank,FFT,Non-overlapping Template,Overlapping Template,Universal,Approximate Entropy,Random Excursions,Random Excursions Variant,Serial,Linear Complexity,Label
1.2.251.54-1.1.243.63-443-21489-6_7415.bin,0.893273,0.561335,0.84936,0.754547,0.350512,0.291891,0.837419,0.113429,0.488416,0.0,0.001719,0.0,0.0,0.015141,0.676648,BitTorrent
1.1.100.123-1.2.216.249-29106-443-6_4177.bin,0.687322,0.487995,0.506997,0.305339,0.918852,0.291891,0.681519,0.105606,0.488416,0.0,1.5e-05,0.0,0.0,0.07994,0.203697,BitTorrent
1.2.41.78-1.1.148.208-443-41485-6_4123.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.215.37-1.1.239.123-443-56287-6_7285.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.178.72-1.1.126.120-443-46853-6_5446.bin,0.210498,0.042516,0.083738,0.900839,0.756814,0.69372,0.304902,0.398171,0.020733,0.0,0.001149,0.0,0.0,0.220925,0.80882,BitTorrent
1.2.171.179-1.1.23.247-443-39025-6_4342.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.159.2-1.1.150.217-443-12219-6_2943.bin,0.210498,0.509008,0.108955,0.105039,0.289744,0.291891,0.837419,0.105606,0.295708,0.0,0.001874,0.0,0.0,0.448061,0.609311,BitTorrent
1.1.196.210-1.2.120.164-53603-443-6_7013.bin,0.720515,0.778696,0.664755,0.931001,0.821914,0.69372,0.10068,0.8759,0.886589,0.0,0.000278,0.0,0.0,0.900023,0.481431,BitTorrent
1.2.206.221-1.1.111.162-443-32667-6_3576.bin,0.089242,0.54218,0.029594,0.803491,0.032585,0.69372,0.304902,0.865873,0.282761,0.0,1e-05,0.0,0.0,0.048513,0.95948,BitTorrent
1.1.159.75-1.2.135.118-14385-443-6_1776.bin,0.139996,0.3245,0.279973,0.533418,0.345491,0.291891,0.681519,0.376987,0.886589,0.0,0.002414,0.0,0.0,0.847115,0.676648,BitTorrent
1.2.71.124-1.1.139.175-443-1076-6_3238.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.19.91-1.1.190.193-443-42006-6_2916.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.18.25-1.2.25.70-7678-443-6_7400.bin,0.53125,0.163701,0.195973,0.142287,0.455819,0.69372,0.304902,0.40903,0.886589,0.0,0.009222,0.0,0.0,0.124832,0.868444,BitTorrent
1.2.213.217-1.1.237.12-443-26260-6_6596.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.15.131-1.1.183.220-443-5182-6_4017.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.74.240-1.2.230.115-60210-443-6_6369.bin,0.066717,0.047082,0.133434,0.078177,0.513936,0.291891,0.538167,0.387489,0.886589,0.0,0.016428,0.0,0.0,0.738414,0.868444,BitTorrent
1.1.221.219-1.2.192.195-50556-443-6_6021.bin,0.073638,0.298734,0.147276,0.733535,0.211443,0.69372,0.10068,0.376987,0.295708,0.0,0.001282,0.0,0.0,0.005452,0.676648,BitTorrent
1.2.71.73-1.1.63.148-443-1035-6_3507.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.130.138-1.1.46.4-443-15176-6_4849.bin,0.325179,0.272651,0.644038,0.069861,0.827885,0.69372,0.538167,0.113429,0.020733,0.0,0.000306,0.0,0.0,0.847115,0.676648,BitTorrent
1.2.74.152-1.1.139.145-443-20313-6_2312.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.71.90-1.2.82.135-22339-443-6_2249.bin,0.788447,0.418209,0.685633,0.655872,0.409636,0.291891,0.150897,0.113429,0.886589,0.0,0.000239,0.0,0.0,0.549912,0.743941,BitTorrent
1.2.169.111-1.1.21.112-443-8762-6_5253.bin,0.025347,0.328291,0.050695,0.406868,0.178238,0.69372,0.538167,0.844883,0.886589,0.0,0.001096,0.0,0.0,0.900023,0.919679,BitTorrent
1.2.35.11-1.1.27.180-443-39880-6_6784.bin,0.622765,0.237292,0.583328,0.79259,0.938934,0.039105,0.064782,0.822764,0.107608,0.0,0.000226,0.0,0.0,0.220925,0.95948,BitTorrent
1.2.201.89-1.1.117.40-443-52756-6_5714.bin,0.303672,0.228246,0.603284,0.408529,0.968161,0.69372,0.218258,0.855528,0.886589,0.0,2.7e-05,0.0,0.0,0.07994,0.147339,BitTorrent
1.2.132.139-1.1.40.153-443-13650-6_6760.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.195.68-1.2.2.106-1828-443-6_760.bin,0.325179,0.561335,0.389118,0.122851,0.40527,0.69372,0.013803,0.865873,0.886589,0.0,0.000947,0.0,0.0,0.77844,0.95948,BitTorrent
1.1.66.56-1.2.254.170-1897-443-6_6178.bin,0.964329,0.487995,0.867899,0.999964,0.375422,0.69372,0.150897,0.833955,0.282761,0.0,0.01792,0.0,0.0,0.398036,0.423166,BitTorrent
1.2.229.148-1.1.253.242-443-59998-6_1268.bin,0.00729,0.049525,0.014581,0.011361,0.518609,0.69372,0.150897,0.865873,0.886589,0.0,0.002582,0.0,0.0,0.124832,0.074088,BitTorrent
1.2.172.235-1.1.16.190-443-7589-6_3161.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.192.6-1.1.216.128-443-30917-6_5414.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.11.211-1.1.183.143-443-48276-6_811.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.247.159-1.1.59.139-443-18532-6_2626.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.98.140-1.1.90.253-443-56138-6_6940.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.17.85-1.1.5.20-443-5647-6_4157.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.77.133-1.1.242.117-443-65088-6_50.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.32.1-1.2.39.54-11251-443-6_5072.bin,0.591505,0.874227,0.98244,0.224713,0.622966,0.69372,0.837419,0.855528,0.886589,0.0,0.001471,0.0,0.0,0.048513,0.919679,BitTorrent
1.2.225.171-1.1.78.94-443-23142-6_1697.bin,0.502335,0.330196,0.120681,0.414941,0.219664,0.291891,0.681519,0.865873,0.886589,0.0,0.001034,0.0,0.0,0.738414,0.95948,BitTorrent
1.2.79.64-1.1.243.157-443-65533-6_2383.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.178.202-1.1.127.40-443-46988-6_5267.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.203.72-1.2.9.203-3720-443-6_1124.bin,0.097987,0.1216,0.195973,0.70782,0.382439,0.291891,1.0,0.844883,0.886589,0.0,0.001567,0.0,0.0,0.600085,0.95948,BitTorrent
1.2.57.46-1.1.132.97-443-37355-6_5340.bin,0.964329,0.504314,0.769421,0.081143,0.703888,0.039105,1.0,0.376987,0.488416,0.0,0.000398,0.0,0.0,0.77844,0.609311,BitTorrent
1.2.90.115-1.1.230.130-443-24373-6_6004.bin,0.006372,0.031665,0.012744,0.918518,0.104073,0.291891,0.41177,0.865873,0.886589,0.0,0.00047,0.0,0.0,0.015141,0.95948,BitTorrent
1.1.149.127-1.2.158.129-41793-443-6_3847.bin,0.039669,0.11802,0.079337,0.888939,0.519288,0.291891,0.538167,0.387489,0.107608,0.0,0.061064,0.0,0.0,0.738414,0.481431,BitTorrent
1.2.188.89-1.1.0.179-443-49426-6_6332.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.154.202-1.2.130.168-15205-443-6_2855.bin,0.622765,0.28811,0.810297,0.897541,0.001522,0.291891,0.41177,0.387489,0.488416,0.0,0.001898,0.0,0.0,0.980129,0.320828,BitTorrent
1.2.87.192-1.1.77.6-443-23675-6_5592.bin,0.283131,0.752594,0.563698,0.27146,0.260562,0.69372,0.41177,0.865873,0.886589,0.0,0.012024,0.0,0.0,0.549912,0.985604,BitTorrent
1.2.141.97-1.1.133.66-443-15902-6_1797.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.183.187-1.1.123.200-443-2166-6_171.bin,0.081136,0.033668,0.162271,0.406795,0.059326,0.69372,0.538167,0.376987,0.295708,0.0,0.001142,0.0,0.0,0.648688,0.868444,BitTorrent
1.1.182.58-1.2.190.97-3872-443-6_3598.bin,0.347654,0.384132,0.359311,0.274167,0.107137,0.291891,0.064782,0.109456,0.107608,0.0,0.00366,0.0,0.0,0.600085,0.676648,BitTorrent
1.2.121.122-1.1.197.153-443-53813-6_2656.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.26.142-1.2.151.1-10173-443-6_1456.bin,1.0,0.3516,0.902311,0.117525,0.89466,0.69372,0.538167,0.833955,0.886589,0.0,4e-06,0.0,0.0,0.303653,0.868444,BitTorrent
1.1.177.156-1.2.16.241-43445-443-6_1298.bin,0.371093,0.345683,0.727622,0.062723,0.184918,0.69372,0.10068,0.833955,0.282761,0.0,0.000274,0.0,0.0,0.814738,0.95948,BitTorrent
1.1.175.0-1.2.150.192-39802-443-6_6749.bin,0.447097,0.837048,0.84936,0.078821,0.268718,0.291891,0.304902,0.855528,0.107608,0.0,0.000258,0.0,0.0,0.349667,0.985604,BitTorrent
1.1.107.118-1.2.114.234-52142-443-6_6599.bin,0.447097,0.650451,0.453914,0.903473,0.976315,0.69372,1.0,0.006094,0.295708,0.0,0.000354,0.0,0.0,0.498961,0.985604,BitTorrent
1.1.221.227-1.2.113.213-30356-443-6_2708.bin,0.139996,0.005894,0.279973,0.088148,0.060521,0.291891,0.41177,0.117527,0.886589,0.0,9e-06,0.0,0.0,0.498961,0.985604,BitTorrent
1.1.242.50-1.2.78.55-21236-443-6_2892.bin,0.893273,0.311447,0.790027,0.591224,0.409266,0.69372,0.41177,0.833955,0.020733,0.0,0.000317,0.0,0.0,0.952407,0.919679,BitTorrent
1.2.62.167-1.1.50.74-443-17253-6_5863.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.4.158-1.1.124.123-443-46423-6_6931.bin,0.823063,0.54218,0.437067,0.282618,0.411611,0.291891,0.064782,0.855528,0.886589,0.0,1.3e-05,0.0,0.0,0.303653,0.320828,BitTorrent
1.2.129.110-1.1.154.23-443-34343-6_3509.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.109.192-1.1.210.76-443-56954-6_5804.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.26.40-1.1.17.216-443-7908-6_3700.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.101.202-1.1.233.235-443-54917-6_5715.bin,0.474274,0.960199,0.727622,0.183343,0.864469,0.69372,0.837419,0.376987,0.886589,0.0,9.9e-05,0.0,0.0,0.695002,0.06196,BitTorrent
1.1.140.184-1.2.68.34-62688-443-6_7102.bin,0.502335,0.961841,0.917914,0.524578,0.823993,0.291891,0.681519,0.844883,0.488416,0.0,0.000179,0.0,0.0,0.260586,0.95948,BitTorrent
1.2.39.248-1.1.31.209-443-11441-6_5608.bin,0.325179,0.985382,0.525513,0.771729,0.657096,0.291891,0.10068,0.855528,0.886589,0.0,0.002194,0.0,0.0,0.900023,0.000838,BitTorrent
1.1.180.127-1.2.188.128-3395-443-6_5961.bin,0.92873,0.156896,0.706611,0.303754,0.70941,0.69372,0.538167,0.376987,0.488416,0.0,0.000652,0.0,0.0,0.498961,0.95948,BitTorrent
1.2.224.127-1.1.76.206-443-22844-6_3848.bin,0.654721,0.066703,0.279973,0.368658,0.458427,0.69372,0.837419,0.844883,0.488416,0.0,1e-06,0.0,0.0,0.100561,0.320828,BitTorrent
1.2.182.153-1.1.122.82-443-1879-6_5662.bin,0.720515,0.100639,0.404668,0.966609,0.27451,0.69372,0.538167,0.844883,0.886589,0.0,0.002014,0.0,0.0,0.498961,0.481431,BitTorrent
1.2.204.184-1.1.112.140-443-53633-6_2172.bin,0.060341,0.474153,0.120681,0.79623,0.726139,0.69372,0.681519,0.855528,0.886589,0.0,0.03643,0.0,0.0,0.695002,0.868444,BitTorrent
1.1.153.34-1.2.53.123-34356-443-6_5817.bin,0.53125,0.730144,0.790027,0.279124,0.57301,0.69372,0.218258,0.844883,0.107608,0.0,0.009662,0.0,0.0,0.0627,0.743941,BitTorrent
1.1.91.2-1.2.215.62-26625-443-6_2698.bin,0.210498,0.595057,0.420651,0.554185,0.721716,0.69372,0.304902,0.366667,0.295708,0.0,9.4e-05,0.0,0.0,0.184987,0.868444,BitTorrent
1.2.39.113-1.1.28.25-443-11309-6_838.bin,0.303672,0.274341,0.170221,0.15908,0.067815,0.69372,0.538167,0.005835,0.282761,0.0,0.001889,0.0,0.0,0.900023,0.985604,BitTorrent
1.2.140.108-1.1.48.74-443-15657-6_4745.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.98.102-1.2.221.136-57924-443-6_7299.bin,0.347654,0.974626,0.359311,0.201334,0.333329,0.291891,0.837419,0.109456,0.295708,0.0,0.000716,0.0,0.0,0.398036,0.051692,BitTorrent
1.2.115.15-1.1.223.125-443-52167-6_7003.bin,0.117525,0.082822,0.235044,0.508248,0.744385,0.69372,0.304902,0.398171,0.886589,0.0,7e-06,0.0,0.0,0.549912,0.676648,BitTorrent
1.2.134.146-1.1.158.143-443-35663-6_5438.bin,0.107405,0.446925,0.079337,0.30931,0.688508,0.69372,0.41177,0.113429,0.295708,0.0,0.007625,0.0,0.0,0.398036,0.80882,BitTorrent
1.2.112.161-1.1.104.228-443-30053-6_3832.bin,0.097987,0.005235,0.045122,0.062273,0.183478,0.69372,0.040174,0.844883,0.488416,0.0,0.025774,0.0,0.0,0.738414,0.95948,BitTorrent
1.1.201.191-1.2.177.120-46647-443-6_4358.bin,0.893273,0.090297,0.769421,0.474519,0.457771,0.291891,0.023999,0.121754,0.488416,0.0,0.000145,0.0,0.0,0.77844,0.035743,BitTorrent
1.1.152.7-1.2.51.185-14460-443-6_826.bin,0.165636,0.690815,0.147276,0.281887,0.273345,0.291891,0.304902,0.376987,0.295708,0.0,0.021385,0.0,0.0,0.847115,0.95948,BitTorrent
1.1.254.54-1.2.81.128-22072-443-6_3815.bin,0.347654,0.322614,0.685633,0.274167,0.092151,0.69372,0.681519,0.376987,0.886589,0.0,9e-06,0.0,0.0,0.738414,0.919679,BitTorrent
1.1.41.126-1.2.134.9-35522-443-6_5580.bin,0.964329,0.837048,0.603284,0.754277,0.765209,0.039105,0.681519,0.398171,0.886589,0.0,0.002181,0.0,0.0,0.303653,0.95948,BitTorrent
1.2.23.83-1.1.191.223-443-45074-6_3217.bin,0.591505,0.186795,0.932277,0.659331,0.609987,0.69372,0.538167,0.398171,0.020733,0.0,0.00014,0.0,0.0,0.184987,0.985604,BitTorrent
1.2.142.30-1.1.50.89-443-16095-6_1207.bin,0.017777,0.509008,0.035554,0.240156,0.062761,0.69372,0.681519,0.398171,0.886589,0.0,0.000164,0.0,0.0,0.738414,0.609311,BitTorrent
1.2.23.194-1.1.191.169-443-45194-6_549.bin,0.502335,0.252936,0.885595,0.567699,0.631354,0.039105,0.064782,0.844883,0.107608,0.0,0.005233,0.0,0.0,0.549912,0.024521,BitTorrent
1.1.213.98-1.2.221.195-28290-443-6_737.bin,0.474274,0.582995,0.830116,0.012646,0.723695,0.039105,0.837419,0.001094,0.282761,0.0,0.000274,0.0,0.0,0.349667,0.609311,BitTorrent
1.2.186.34-1.1.6.9-443-4830-6_1734.bin,0.325179,0.41387,0.583328,0.102293,0.869726,0.291891,1.0,0.865873,0.886589,0.0,8.4e-05,0.0,0.0,0.184987,0.481431,BitTorrent
1.1.16.107-1.2.172.208-45465-443-6_7387.bin,0.687322,0.809798,0.867899,0.8904,0.485655,0.039105,0.681519,0.366667,0.295708,0.0,0.0022,0.0,0.0,0.900023,0.609311,BitTorrent
1.2.255.167-1.1.244.14-443-20581-6_1471.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.59.36-1.2.247.3-64446-443-6_1947.bin,0.654721,0.633644,0.563698,0.75762,0.39723,0.69372,0.218258,0.376987,0.107608,0.0,0.002265,0.0,0.0,0.152945,0.919679,BitTorrent
1.2.71.152-1.1.60.149-443-19546-6_4439.bin,0.420829,0.210916,0.810297,0.289524,0.206189,0.039105,0.837419,0.387489,0.886589,0.0,0.000392,0.0,0.0,0.600085,0.985604,BitTorrent
1.1.42.156-1.2.129.183-14947-443-6_3894.bin,0.325179,0.558935,0.644038,0.637985,0.437708,0.291891,0.41177,0.398171,0.886589,0.0,0.004865,0.0,0.0,0.124832,0.919679,BitTorrent
1.2.63.227-1.1.131.3-443-63645-6_5173.bin,0.139996,0.30961,0.279973,0.533418,0.303246,0.69372,0.013803,0.109456,0.295708,0.0,0.001441,0.0,0.0,0.220925,0.95948,BitTorrent
1.1.235.219-1.2.211.137-57411-443-6_4832.bin,0.474274,0.061977,0.506997,0.377126,0.682122,0.69372,0.150897,0.855528,0.886589,0.0,0.000299,0.0,0.0,0.695002,0.609311,BitTorrent
1.1.82.225-1.2.238.103-24355-443-6_7262.bin,0.347654,0.343724,0.359311,0.547597,0.997084,0.039105,0.681519,0.109456,0.282761,0.0,0.036475,0.0,0.0,0.498961,0.868444,BitTorrent
1.1.108.18-1.2.192.31-30945-443-6_1875.bin,0.420829,0.30961,0.103459,0.540665,0.533021,0.291891,0.837419,0.113429,0.282761,0.0,0.003108,0.0,0.0,0.260586,0.985604,BitTorrent
1.1.5.66-1.2.13.190-48770-443-6_6877.bin,0.502335,0.152486,0.235044,0.780665,0.483942,0.039105,0.41177,0.855528,0.886589,0.0,0.004075,0.0,0.0,0.498961,0.95948,BitTorrent
1.1.136.228-1.2.240.38-18662-443-6_5383.bin,0.420829,0.163701,0.195973,0.570665,0.812945,0.291891,0.538167,0.387489,0.295708,0.0,0.000647,0.0,0.0,0.875518,0.985604,BitTorrent
1.2.54.225-1.1.154.200-443-34715-6_1772.bin,0.754243,0.821701,0.437067,0.304679,0.790034,0.039105,0.538167,0.387489,0.886589,0.0,0.000778,0.0,0.0,0.985587,0.320828,BitTorrent
1.2.246.252-1.1.58.254-443-64440-6_5437.bin,0.447097,0.879146,0.235044,0.539644,0.435231,0.291891,0.218258,0.865873,0.886589,0.0,0.000259,0.0,0.0,0.648688,0.985604,BitTorrent
1.2.213.142-1.1.86.49-443-55882-6_1001.bin,0.53125,0.906465,0.664755,0.660999,0.425548,0.291891,0.41177,0.376987,0.886589,0.0,0.008635,0.0,0.0,0.920817,0.002769,BitTorrent
1.1.82.61-1.2.237.229-24223-443-6_5023.bin,0.823063,0.63605,0.644038,0.370484,0.484025,0.291891,0.681519,0.376987,0.886589,0.0,0.000473,0.0,0.0,0.498961,4.9e-05,BitTorrent
1.1.219.29-1.2.206.87-54040-443-6_3212.bin,0.591505,0.115393,0.902311,0.417055,0.811035,0.69372,0.538167,0.117527,0.886589,0.0,0.00729,0.0,0.0,0.920817,0.238088,BitTorrent
1.1.234.34-1.2.101.131-27202-443-6_7329.bin,0.179712,0.044747,0.359311,0.861417,0.619338,0.291891,0.681519,0.833955,0.886589,0.0,0.007317,0.0,0.0,0.695002,0.80882,BitTorrent
1.1.186.234-1.2.22.81-42770-443-6_3210.bin,0.107405,0.504314,0.214807,0.833166,0.162703,0.69372,0.064782,0.855528,0.886589,0.0,0.000474,0.0,0.0,0.77844,0.80882,BitTorrent
1.2.176.193-1.1.124.188-443-2432-6_5434.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.0.177-1.1.205.0-443-47465-6_4637.bin,0.395489,0.761404,0.214807,0.800829,0.997733,0.291891,0.681519,0.376987,0.488416,0.0,0.008157,0.0,0.0,0.875518,0.609311,BitTorrent
1.2.127.139-1.1.119.135-443-47172-6_2964.bin,0.560986,0.367664,0.644038,0.266713,0.150608,0.291891,0.681519,0.387489,0.295708,0.0,0.001288,0.0,0.0,0.152945,0.919679,BitTorrent
1.2.109.34-1.1.209.63-443-29150-6_871.bin,0.823063,0.693162,0.790027,0.823929,0.836406,0.291891,0.064782,0.855528,0.886589,0.0,0.000933,0.0,0.0,0.260586,0.088364,BitTorrent
1.2.35.2-1.1.175.47-443-39894-6_6678.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.251.41-1.2.226.200-23434-443-6_5707.bin,0.139996,0.926264,0.256747,0.996821,0.556437,0.69372,0.681519,0.844883,0.488416,0.0,8.2e-05,0.0,0.0,0.549912,0.423166,BitTorrent
1.2.124.85-1.1.116.184-443-52498-6_1135.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.56.221-1.1.49.118-443-15771-6_3445.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.118.86-1.1.218.172-443-31502-6_1407.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.130.21-1.2.62.68-17155-443-6_4843.bin,0.591505,0.544568,0.685633,0.028873,0.133902,0.291891,1.0,0.844883,0.282761,0.0,0.006674,0.0,0.0,0.600085,0.088364,BitTorrent
1.1.232.20-1.2.99.218-26776-443-6_569.bin,0.964329,0.506659,0.664755,0.591536,0.834451,0.291891,0.538167,0.398171,0.886589,0.0,0.00515,0.0,0.0,0.549912,0.043033,BitTorrent
1.2.86.181-1.1.255.182-443-59250-6_4092.bin,0.447097,0.237292,0.506997,0.466199,0.925472,0.69372,0.007641,0.029335,0.020733,0.0,0.001048,0.0,0.0,0.695002,0.061964,BitTorrent
1.1.90.127-1.2.209.178-27248-443-6_770.bin,0.654721,0.679029,0.420651,0.588382,0.076067,0.291891,0.304902,0.844883,0.282761,0.0,0.000339,0.0,0.0,0.124832,0.481431,BitTorrent
1.2.6.191-1.1.126.209-443-2935-6_3925.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.218.218-1.1.210.175-443-29594-6_3836.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.247.191-1.1.59.237-443-62583-6_5792.bin,0.687322,0.416036,0.830116,0.211783,0.592013,0.291891,0.304902,0.117527,0.107608,0.0,0.000525,0.0,0.0,0.184987,0.919679,BitTorrent
1.2.208.197-1.1.90.110-443-27025-6_5843.bin,0.447097,0.621601,0.810297,0.710785,0.340908,0.69372,0.023999,0.833955,0.886589,0.0,0.008476,0.0,0.0,0.920817,0.919679,BitTorrent
1.1.5.44-1.2.185.43-48619-443-6_4056.bin,0.474274,0.761404,0.506997,0.231566,0.840593,0.69372,0.064782,0.865873,0.886589,0.0,0.000165,0.0,0.0,0.695002,0.919679,BitTorrent
1.1.239.13-1.2.98.157-56156-443-6_1316.bin,0.754243,0.77656,0.810297,0.966075,0.915947,0.291891,0.538167,0.833955,0.488416,0.0,0.000423,0.0,0.0,0.814738,0.481431,BitTorrent
1.2.68.109-1.1.136.119-443-62757-6_4011.bin,0.165636,0.095348,0.331209,0.789592,0.207197,0.69372,0.837419,0.855528,0.886589,0.0,0.003576,0.0,0.0,0.695002,0.985604,BitTorrent
1.1.108.85-1.2.199.243-30892-443-6_3246.bin,0.964329,0.055212,0.810297,0.152419,0.457479,0.039105,0.304902,0.376987,0.886589,0.0,0.001616,0.0,0.0,0.100561,1e-06,BitTorrent
1.1.48.246-1.2.141.49-37365-443-6_458.bin,0.244929,0.643258,0.488885,0.601308,0.098262,0.69372,0.023999,0.40903,0.020733,0.0,3.9e-05,0.0,0.0,0.020686,0.481431,BitTorrent
1.2.88.127-1.1.80.125-443-23865-6_6814.bin,0.227249,0.03057,0.453914,0.341116,0.987846,0.291891,0.538167,0.8759,0.886589,0.0,0.006611,0.0,0.0,0.648688,0.80882,BitTorrent
1.2.174.164-1.1.18.239-443-8033-6_4291.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.247.40-1.1.59.104-443-64486-6_4809.bin,0.654721,0.887115,0.706611,0.471472,0.100701,0.039105,0.41177,0.855528,0.107608,0.0,0.007369,0.0,0.0,0.695002,0.80882,BitTorrent
1.2.74.155-1.1.139.85-443-20311-6_5433.bin,0.152406,0.797578,0.304777,0.502581,0.462987,0.291891,0.837419,0.833955,0.886589,0.0,2.4e-05,0.0,0.0,0.027869,0.051692,BitTorrent
1.2.0.45-1.1.120.208-443-47340-6_1166.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.2.182.2-1.1.122.72-443-1728-6_2265.bin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BitTorrent
1.1.173.66-1.2.150.7-9927-443-6_3956.bin,0.858028,0.043618,0.830116,0.054564,0.024226,0.69372,0.538167,0.387489,0.886589,0.0,0.003249,0.0,0.0,0.600085,0.481431,BitTorrent
